"","Ibovespa","Variação","Quantidade"
"1620",61236.2,0.49,2129991
"1621",60935.9,-1.68,1958301
"1622",61977.91,-3.5,2196054
"1623",64225.22,-0.92,943297
"1624",64823.83,1.39,1257216
"1625",63936.7,-1.88,1786445
"1626",65160.33,0.54,1762276
"1627",64810.62,-0.03,1931720
"1628",64829.03,0.61,1622989
"1629",64437.58,-0.16,1871818
"1630",64540.91,-0.32,1888753
"1631",64750.71,0.48,2440953
"1632",64442.27,1.43,1267225
"1633",63532.85,-0.11,1793684
"1634",63605.38,0.88,1345775
"1635",63048.8,2.55,1717034
"1636",61478.61,-0.51,1736354
"1637",61793.64,1,1605117
"1638",61182.92,-0.8,1626954
"1639",61675.75,-2.01,1691017
"1640",62942.91,1.78,1878413
"1641",61840.99,-1.91,2253854
"1642",63046.51,1.77,1197655
"1643",61946.99,-0.23,2081579
"1644",62091.77,3.16,2387981
"1645",60190.36,1.7,3638612
"1646",59184.08,-1.22,2477879
"1647",59915.14,-0.57,1792679
"1648",60259.33,3.55,2558270
"1649",58192.08,-2.51,3369255
"1650",59689.32,-1.89,3203035
"1651",60841.08,-3.22,2786993
"1652",62866.26,-0.86,2745965
"1653",63412.47,-2.12,2220764
"1654",64788.22,-0.67,1798126
"1655",65223.63,1.24,1981424
"1656",64424.89,-1.57,2401506
"1657",65452.68,4.11,2377439
"1658",62870.88,-0.86,2903498
"1659",63414.22,-2.31,3207628
"1660",64914.17,0.07,2681289
"1661",64869.32,-3.35,2820097
"1662",67119.41,-0.61,1776099
"1663",67529.73,-0.66,2120201
"1664",67978.05,1.98,1609398
"1665",66655.71,0.22,1855508
"1666",66511.1,-3.43,2062173
"1667",68871.94,-0.92,1179358
"1668",69509.49,0.18,1366825
"1669",69386.41,0.1,1787153
"1670",69318.44,0.32,1750232
"1671",69097.58,-0.47,1721901
"1672",69421.35,-1.56,2043756
"1673",70524.35,-0.72,2264690
"1674",71034.85,0.34,1758801
"1675",70792.4,0.25,1634235
"1676",70614.36,-1.12,1471544
"1677",71417.27,-0.51,1679943
"1678",71784.77,1.4,1701792
"1679",70792.94,-0.43,1720487
"1680",71095.65,-0.27,1696930
"1681",71289.68,0.22,1315908
"1682",71136.34,1.09,1552732
"1683",70371.54,0.59,1676781
"1684",69959.58,0.03,1490014
"1685",69939.12,1.83,1528017
"1686",68682.66,0.35,1771487
"1687",68441.66,-0.68,1478365
"1688",68913.4,-0.68,1597471
"1689",69386.72,0.5,1606596
"1690",69041.73,0.31,1395190
"1691",68828.98,-1.25,1957343
"1692",69697.33,-0.04,1656113
"1693",69723.23,-0.31,1372092
"1694",69942.2,1.33,1302335
"1695",69023.75,-0.46,1453049
"1696",69341.38,-0.78,1569016
"1697",69884.61,-0.14,1627260
"1698",69979.27,0.58,1909259
"1699",69576.38,1.46,2464129
"1700",68575.47,-0.39,1428165
"1701",68846.5,1.52,1950680
"1702",67814.7,0.26,1398526
"1703",67641.34,-0.2,2113768
"1704",67779.16,0.82,1708568
"1705",67227.93,1.09,1363054
"1706",66503.27,0.58,1731428
"1707",66121.04,0.5,1792218
"1708",65794.77,-0.47,1572916
"1709",66108.33,-1.6,1644758
"1710",67184.16,-0.61,1401544
"1711",67597.43,-0.35,1248066
"1712",67836.08,0.82,1286555
"1713",67284.56,2.17,1043254
"1714",65854.97,-0.41,873282
"1715",66128.94,1.66,1259008
"1716",65051.42,0.51,891043
"1717",64718.17,2.48,1357369
"1718",63153.09,0.62,1875631
"1719",62762.7,-1.83,3053037
"1720",63934.01,-4.73,2262324
"1721",67108.55,-0.08,1764967
"1722",67163.2,0.89,1587700
"1723",66571.73,1.79,1494385
"1724",65401.77,-0.28,1823112
"1725",65587.8,0.8,1649433
"1726",65069.79,-0.69,1813642
"1727",65523.73,-1.05,1990495
"1728",66220.04,-0.08,1304991
"1729",66270.13,-2.83,2263813
"1730",68200.06,-2.44,1990502
"1731",69908.59,0.73,1323300
"1732",69400.93,0.61,1138938
"1733",68978.3,-1.18,1648321
"1734",69801.41,-0.83,1830153
"1735",70385.47,0.44,1818770
"1736",70075.77,-0.51,1628618
"1737",70433.48,0.24,1569070
"1738",70262.7,-0.27,1634483
"1739",70451.12,-0.39,1554951
"1740",70729.34,0.7,2243625
"1741",70239.81,0.28,1984118
"1742",70045.08,2.12,1655464
